Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Christian Folin,--,R,D,1991-02-09,Gothenburg,--,SWE,SWE,76,204,--,--,--,20132014,N,45,0,6,6
Derek Forbort,BOS,L,D,1992-03-04,Duluth,MN,USA,USA,76,216,2010,1,15,20152016,N,81,2,12,14
Jakob Forsbacka Karlsson,BOS,R,C,1996-10-31,Stockholm,--,SWE,SWE,73,184,2015,2,45,20162017,N,28,3,6,9
Filip Forsberg,NSH,R,L,1994-08-13,Ostervala,--,SWE,SWE,73,205,2012,1,11,20122013,N,64,28,22,50
Gustav Forsling,FLA,L,D,1996-06-12,Linkoping,--,SWE,SWE,72,195,2014,5,126,20162017,N,43,3,6,9
Alexandre Fortin,--,L,L,1997-02-25,Blainville,QC,CAN,CAN,72,184,--,--,--,20182019,N,24,3,3,6
Cam Fowler,ANA,L,D,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,1,12,20102011,N,59,5,18,23
Trent Frederic,BOS,L,C,1998-02-11,St. Louis,MO,USA,USA,75,220,2016,1,29,20182019,N,15,0,0,0
Martin Frk,--,R,R,1993-10-05,Pelhrimov,--,CZE,CZE,73,210,2012,2,49,20162017,N,30,1,5,6
Michael Frolik,--,L,R,1988-02-17,Kladno,--,CZE,CZE,73,186,2006,1,10,20082009,N,65,16,18,34
Kurtis Gabriel,--,R,R,1993-04-20,Newmarket,ON,CAN,CAN,78,212,2013,3,81,20152016,N,22,2,2,4
Sam Gagner,EDM,R,C,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,32,6,7,13
Alex Galchenyuk,--,L,C,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,1,3,20122013,N,72,19,22,41
Brendan Gallagher,MTL,R,R,1992-05-06,Edmonton,AB,CAN,CAN,69,183,2010,5,147,20122013,N,82,33,19,52
Joseph Gambardella,--,L,C,1993-12-01,Staten Island,NY,USA,USA,70,200,--,--,--,20182019,N,15,0,3,3
Jake Gardiner,--,L,D,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,1,17,20112012,N,62,3,27,30
Conor Garland,VAN,R,R,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,47,13,5,18
Jason Garrison,--,L,D,1984-11-13,White Rock,BC,CAN,CAN,73,218,--,--,--,20082009,N,17,1,0,1
Adam Gaudette,STL,R,C,1996-10-03,Braintree,MA,USA,USA,73,194,2015,5,149,20172018,N,56,5,7,12
Frederick Gaudreau,MIN,R,C,1993-05-01,Bromont,QC,CAN,CAN,72,184,--,--,--,20162017,N,55,3,1,4
Johnny Gaudreau,CBJ,L,L,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,82,36,63,99
Frederik Gauthier,--,L,C,1995-04-26,Laval,QC,CAN,CAN,77,239,2013,1,21,20152016,N,70,3,11,14
Ryan Getzlaf,--,R,C,1985-05-10,Regina,SK,CAN,CAN,76,220,2003,1,19,20052006,N,67,14,34,48
Brian Gibbons,--,L,C,1988-02-26,Braintree,MA,USA,USA,68,175,--,--,--,20132014,N,64,8,11,19
Mark Giordano,TOR,L,D,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,78,17,57,74
Samuel Girard,COL,L,D,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,82,4,23,27
Dan Girardi,--,R,D,1984-04-29,Welland,ON,CAN,CAN,73,212,--,--,--,20062007,N,62,4,12,16
Zemgus Girgensons,BUF,L,L,1994-01-05,Riga,--,LVA,LVA,74,200,2012,1,14,20132014,N,72,5,13,18
Claude Giroux,OTT,R,R,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,82,22,63,85
Luke Glendening,TBL,R,C,1989-04-28,Grand Rapids,MI,USA,USA,70,190,--,--,--,20132014,N,78,10,13,23
Nikolay Goldobin,--,L,R,1995-10-07,Moscow,--,RUS,RUS,71,196,2014,1,27,20152016,N,63,7,20,27
Alex Goligoski,MIN,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,76,3,24,27
Barclay Goodrow,NYR,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,82,7,10,17
Shayne Gostisbehere,DET,L,D,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20142015,N,78,9,28,37
Yanni Gourde,SEA,L,C,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,--,--,--,20152016,N,80,22,26,48
Michael Grabner,--,L,L,1987-10-05,Villach,--,AUT,AUT,73,188,2006,1,14,20092010,N,41,9,7,16
Markus Granlund,--,L,C,1993-04-16,Oulu,--,FIN,FIN,72,180,2011,2,45,20132014,N,77,12,10,22
Mikael Granlund,SJS,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,79,16,38,54
Derek Grant,--,L,C,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,4,119,20122013,N,56,4,10,14
Kevin Gravel,NSH,L,D,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,5,148,20152016,N,36,0,3,3
Ryan Graves,PIT,L,D,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,4,110,20182019,N,26,3,2,5
Mike Green,--,R,D,1985-10-12,Calgary,AB,CAN,CAN,73,210,2004,1,29,20052006,N,43,5,21,26
Andy Greene,--,L,D,1982-10-30,Trenton,MI,USA,USA,71,190,--,--,--,20062007,N,82,5,20,25
Jordan Greenway,BUF,L,L,1997-02-16,Canton,NY,USA,USA,78,231,2015,2,50,20172018,N,81,12,12,24
A.J. Greer,CGY,L,L,1996-12-14,Joliette,QC,CAN,CAN,75,209,2015,2,39,20162017,N,15,1,1,2
Rocco Grimaldi,--,R,R,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,2,33,20142015,N,53,5,8,13
Carl Grundstrom,LAK,L,R,1997-12-01,Umea,--,SWE,SWE,72,200,2016,2,57,20182019,N,15,5,1,6
Eric Gryba,--,R,D,1988-04-14,Saskatoon,SK,CAN,CAN,76,222,2006,3,68,20122013,N,10,0,0,0
Matt Grzelcyk,BOS,L,D,1994-01-05,Charlestown,MA,USA,USA,70,180,2012,3,85,20162017,N,66,3,15,18
Radko Gudas,ANA,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,77,4,16,20
Erik Gudbranson,CBJ,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,76,2,8,10
Jake Guentzel,CAR,L,C,1994-10-06,Omaha,NE,USA,USA,71,180,2013,3,77,20162017,N,82,40,36,76
Carl Gunnarsson,--,L,D,1986-11-09,Orebro,--,SWE,SWE,74,198,2007,7,194,20092010,N,25,3,4,7
Denis Gurianov,PHI,L,R,1997-06-07,Togliatti,--,RUS,RUS,75,205,2015,1,12,20162017,N,21,1,3,4
Erik Gustafsson,NYR,L,D,1992-03-14,Nynashamn,--,SWE,SWE,73,189,2012,4,93,20152016,N,79,17,43,60
Carl Hagelin,--,L,L,1988-08-23,Sodertalje,--,SWE,SWE,72,183,2007,6,168,20112012,N,58,5,14,19
Robert Hagg,ANA,L,D,1995-02-08,Uppsala,--,SWE,SWE,74,210,2013,2,41,20162017,N,82,5,15,20
Ron Hainsey,--,L,D,1981-03-24,Bolton,CT,USA,USA,75,201,2000,1,13,20022003,N,81,5,18,23
Micheal Haley,--,L,L,1986-03-30,Guelph,ON,CAN,CAN,71,213,--,--,--,20092010,N,43,2,4,6
Taylor Hall,CHI,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,33,11,26,37
Dan Hamhuis,--,L,D,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,1,12,20032004,N,57,0,5,5
Dougie Hamilton,NJD,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,82,18,21,39
Travis Hamonic,OTT,R,D,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,2,53,20102011,N,69,7,12,19
Noah Hanifin,VGK,L,D,1997-01-25,Boston,MA,USA,USA,75,207,2015,1,5,20152016,N,80,5,28,33
Joel Hanley,CGY,L,D,1991-06-08,Keswick,ON,CAN,CAN,71,186,--,--,--,20152016,N,16,0,0,0
Markus Hannikainen,--,L,L,1993-03-26,Helsinki,--,FIN,FIN,73,200,--,--,--,20152016,N,44,4,3,7
Ben Harpur,NYR,L,D,1995-01-12,Hamilton,ON,CAN,CAN,78,230,2013,4,108,20152016,N,51,1,4,5
Scott Harrington,--,L,D,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,2,54,20142015,N,73,2,15,17
Ryan Hartman,MIN,R,R,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20142015,N,83,12,14,26
Garnet Hathaway,PHI,R,R,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,76,11,8,19
Erik Haula,NJD,L,L,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,15,2,5,7
Jayce Hawryluk,--,R,R,1996-01-01,Yorkton,SK,CAN,CAN,71,196,2014,2,32,20182019,N,42,7,5,12
John Hayden,SEA,R,C,1995-02-14,Chicago,IL,USA,USA,75,223,2013,3,74,20162017,N,54,3,2,5
Kevin Hayes,STL,L,R,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,71,19,36,55
Victor Hedman,TBL,L,D,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,246,2009,1,2,20092010,N,70,12,42,54
Tim Heed,--,R,D,1991-01-27,Gothenburg,--,SWE,SWE,71,180,2010,5,132,20162017,N,37,2,11,13
Danton Heinen,BOS,L,L,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,77,11,23,34
Miro Heiskanen,DAL,L,D,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,82,12,21,33
Darren Helm,--,L,C,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,61,7,10,17
Matt Hendricks,--,L,C,1981-06-17,Blaine,MN,USA,USA,72,211,2000,5,131,20082009,N,26,0,3,3
Adam Henrique,EDM,L,C,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,82,18,24,42
Tomas Hertl,VGK,L,C,1993-11-12,Praha,--,CZE,CZE,75,215,2012,1,17,20132014,N,77,35,39,74
Joe Hicketts,LAK,L,D,1996-05-04,Kamloops,BC,CAN,CAN,68,176,--,--,--,20172018,N,11,0,0,0
Thomas Hickey,--,L,D,1989-02-08,Calgary,AB,CAN,CAN,72,185,2007,1,4,20122013,N,40,0,4,4
Vinnie Hinostroza,PIT,R,C,1994-04-03,Chicago,IL,USA,USA,70,183,2012,6,169,20152016,N,72,16,23,39
Roope Hintz,DAL,L,C,1996-11-17,Nokia,--,FIN,FIN,75,212,2015,2,49,20182019,N,58,9,13,22
Taro Hirose,DET,L,L,1996-06-30,Calgary,AB,CAN,CAN,70,162,--,--,--,20182019,N,10,1,6,7
Nico Hischier,NJD,L,C,1999-01-04,Brig,--,CHE,CHE,73,175,2017,1,1,20172018,N,69,17,30,47
Niklas Hjalmarsson,--,L,D,1987-06-06,Eksjo,--,SWE,SWE,75,197,2005,4,108,20072008,N,82,0,10,10
Joshua Ho-Sang,--,R,R,1996-01-22,Toronto,ON,CAN,CAN,71,190,2014,1,28,20162017,N,10,1,1,2
Mike Hoffman,SJS,L,C,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,82,36,34,70
Nick Holden,--,L,D,1987-05-15,St. Albert,AB,CAN,CAN,76,210,--,--,--,20102011,N,61,3,12,15
Justin Holl,DET,R,D,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20172018,N,11,0,1,1
Korbinian Holzer,--,R,D,1988-02-16,Munich,--,DEU,DEU,75,213,2006,4,111,20102011,N,22,1,3,4
Julius Honka,--,R,D,1995-12-03,Jyväskylä,--,FIN,FIN,71,180,2014,1,14,20162017,N,29,0,4,4
Patric Hornqvist,--,R,R,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20082009,N,69,18,19,37
Bo Horvat,NYI,L,C,1995-04-05,London,ON,CAN,CAN,73,213,2013,1,9,20142015,N,82,27,34,61
Brett Howden,VGK,L,C,1998-03-29,Calgary,AB,CAN,CAN,74,200,2016,1,27,20182019,N,66,6,17,23
Filip Hronek,VAN,R,D,1997-11-02,Hradec Kralove,--,CZE,CZE,72,190,2016,2,53,20182019,N,46,5,18,23
Jonathan Huberdeau,CGY,L,C,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,82,30,62,92
Charles Hudon,--,L,L,1994-06-23,Alma,QC,CAN,CAN,70,190,2012,5,122,20152016,N,32,3,2,5
Brad Hunt,COL,L,D,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,--,--,--,20132014,N,42,5,7,12
Dryden Hunt,CGY,L,L,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20172018,N,31,3,7,10
Matt Hunwick,--,L,D,1985-05-21,Warren,MI,USA,USA,71,194,2004,7,224,20072008,N,14,0,2,2
Ben Hutton,VGK,L,D,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,5,147,20152016,N,69,5,15,20
Tomas Hyka,--,R,R,1993-03-23,Mlada Boleslav,--,CZE,CZE,71,160,2012,6,171,20172018,N,17,1,3,4
Zach Hyman,EDM,R,L,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20152016,N,71,21,20,41
Alex Iafallo,WPG,L,L,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,82,15,18,33
Matt Irwin,VAN,L,D,1987-11-29,Victoria,BC,CAN,CAN,74,200,--,--,--,20122013,N,44,1,6,7
Mark Jankowski,NSH,L,C,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20162017,N,79,14,18,32
Mattias Janmark,EDM,L,C,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,81,6,19,25
Calle Jarnkrok,TOR,R,C,1991-09-25,Gavle,--,SWE,SWE,72,190,2010,2,51,20132014,N,79,10,16,26
Christian Jaros,--,R,D,1996-04-02,Kosice,--,SVK,SVK,75,222,2015,5,139,20172018,N,61,1,9,10
Dmitrij Jaskin,--,L,R,1993-03-23,Omsk,--,RUS,CZE,74,216,2011,2,41,20122013,N,37,2,6,8
Boone Jenner,CBJ,L,C,1993-06-15,Dorchester,ON,CAN,CAN,74,208,2011,2,37,20132014,N,77,16,22,38
Nick Jensen,WSH,R,D,1990-09-21,Rogers,MN,USA,USA,73,205,2009,5,150,20162017,N,80,2,18,20
Ryan Johansen,PHI,R,C,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,80,14,50,64
Marcus Johansson,MIN,L,L,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,58,13,17,30
Erik Johnson,PHI,R,D,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20072008,N,80,7,18,25
Jack Johnson,COL,L,D,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,1,3,20062007,N,82,1,12,13
Luke Johnson,--,R,C,1994-09-19,Grand Forks,ND,USA,USA,71,174,2013,5,134,20182019,N,15,0,1,1
Tyler Johnson,CHI,R,C,1990-07-29,Spokane,WA,USA,USA,68,185,--,--,--,20122013,N,80,29,18,47
Andreas Johnsson,--,L,L,1994-11-21,Gavle,--,SWE,SWE,70,195,2013,7,202,20172018,N,73,20,23,43
Ross Johnston,ANA,L,L,1994-02-18,Charlottetown,PE,CAN,CAN,77,234,--,--,--,20152016,N,17,1,3,4
Henri Jokiharju,BUF,R,D,1999-06-17,Oulu,--,FIN,FIN,72,200,2017,1,29,20182019,N,38,0,12,12
Caleb Jones,COL,L,D,1997-06-06,Arlington,TX,USA,USA,73,194,2015,4,117,20182019,N,17,1,5,6
Max Jones,ANA,L,L,1998-02-17,Rochester,MI,USA,USA,75,216,2016,1,24,20182019,N,30,2,3,5
Seth Jones,CHI,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,75,9,37,46
Mathieu Joseph,OTT,L,R,1997-02-09,Laval,QC,CAN,CAN,73,186,2015,4,120,20182019,N,70,13,13,26
Roman Josi,NSH,L,D,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,82,15,41,56
Tyson Jost,BUF,L,C,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20162017,N,70,11,15,26
Noah Juulsen,VAN,R,D,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,1,26,20172018,N,21,1,4,5
Nazem Kadri,CGY,L,C,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,73,16,28,44
Dominik Kahun,--,L,C,1995-07-02,Plana,--,CZE,DEU,71,175,--,--,--,20182019,N,82,13,24,37
Vladislav Kamenev,COL,L,C,1996-08-12,Orsk,--,RUS,RUS,74,194,2014,2,42,20162017,N,23,2,3,5
David Kampf,TOR,L,C,1995-01-12,Chomutov,--,CZE,CZE,74,190,--,--,--,20172018,N,63,4,15,19
Steven Kampfer,ARI,R,D,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,4,93,20102011,N,35,3,3,6
Evander Kane,EDM,L,L,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,75,30,26,56
Patrick Kane,DET,L,R,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,81,44,66,110
Kasperi Kapanen,STL,R,R,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20152016,N,78,20,24,44
Erik Karlsson,PIT,R,D,1990-05-31,Landsbro,--,SWE,SWE,72,190,2008,1,15,20092010,N,53,3,42,45
Melker Karlsson,--,R,C,1990-07-18,Lycksele,--,SWE,SWE,72,180,--,--,--,20142015,N,79,12,4,16
William Karlsson,VGK,L,C,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,82,24,32,56
Ondrej Kase,--,R,R,1995-11-08,Kadan,--,CZE,CZE,72,187,2014,7,205,20162017,N,30,11,9,20
Zack Kassian,--,R,R,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,79,15,11,26
Duncan Keith,--,L,D,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,20052006,N,82,6,34,40
Clayton Keller,ARI,L,R,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,1,7,20162017,N,82,14,33,47
Adrian Kempe,LAK,L,R,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20162017,N,81,12,16,28
Mario Kempe,--,L,R,1988-09-19,Kramfors,--,SWE,SWE,72,185,2007,5,122,20172018,N,52,4,5,9
Michal Kempny,--,L,D,1990-09-08,Hodonin,--,CZE,CZE,73,190,--,--,--,20162017,N,71,6,19,25
Alex Kerfoot,ARI,L,C,1994-08-11,Vancouver,BC,CAN,CAN,71,186,2012,5,150,20172018,N,78,15,27,42
Ryan Kesler,--,R,C,1984-08-31,Livonia,MI,USA,USA,74,206,2003,1,23,20032004,N,60,5,3,8
Phil Kessel,--,R,R,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20062007,N,82,27,55,82
Jujhar Khaira,MIN,L,L,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,3,63,20152016,N,60,3,15,18
Alex Killorn,ANA,L,L,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,3,77,20122013,N,82,18,22,40
Bogdan Kiselevich,--,L,D,1990-02-14,Cherepovets,--,RUS,RUS,72,202,--,--,--,20182019,N,32,0,8,8
Oscar Klefbom,--,L,D,1993-07-20,Karlstad,--,SWE,SWE,75,216,2011,1,19,20132014,N,61,5,23,28
John Klingberg,TOR,R,D,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,64,10,35,45
Corban Knight,--,R,C,1990-09-10,Oliver,BC,CAN,CAN,74,195,2009,5,135,20132014,N,23,1,3,4
Slater Koekkoek,--,L,D,1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,1,10,20142015,N,31,2,4,6
Mikko Koivu,--,L,C,1983-03-12,Turku,--,FIN,FIN,75,213,2001,1,6,20052006,N,48,8,21,29
Leo Komarov,--,L,R,1987-01-23,Narva,--,EST,FIN,71,205,2006,6,180,20122013,N,82,6,20,26
Travis Konecny,PHI,R,R,1997-03-11,London,ON,CAN,CAN,70,192,2015,1,24,20162017,N,82,24,25,49
Anze Kopitar,LAK,L,C,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,81,22,38,60
Jesperi Kotkaniemi,CAR,L,C,2000-07-06,Pori,--,FIN,FIN,74,201,2018,1,3,20182019,N,79,11,23,34
Ilya Kovalchuk,--,R,L,1983-04-15,Tver,--,RUS,RUS,75,222,2001,1,1,20012002,N,64,16,18,34
Chris Kreider,NYR,L,L,1991-04-30,Boxford,MA,USA,USA,75,233,2009,1,19,20122013,N,79,28,24,52
David Krejci,--,R,C,1986-04-28,Sternberk,--,CZE,CZE,72,192,2004,2,63,20062007,N,81,20,53,73
Niklas Kronwall,--,L,D,1981-01-12,Stockholm,--,SWE,SWE,72,194,2000,1,29,20032004,N,79,3,24,27
Torey Krug,STL,L,D,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20112012,N,64,6,47,53
Marcus Kruger,--,L,C,1990-05-27,Stockholm,--,SWE,SWE,72,186,2009,5,149,20102011,N,74,4,8,12
Nikita Kucherov,TBL,L,R,1993-06-17,Maykop,--,RUS,RUS,71,182,2011,2,58,20132014,N,82,41,87,128
Ryan Kuffner,--,L,L,1996-06-12,Ottawa,ON,CAN,CAN,73,186,--,--,--,20182019,N,10,0,0,0
Karson Kuhlman,NYI,R,C,1995-09-26,Esko,MN,USA,USA,71,184,--,--,--,20182019,N,11,3,2,5
Tom Kuhnhackl,--,L,R,1992-01-21,Landshut,--,DEU,DEU,74,190,2010,4,110,20152016,N,36,4,5,9
Dean Kukan,--,L,D,1993-07-08,Volketswil,--,CHE,CHE,74,190,--,--,--,20152016,N,25,0,5,5
Brett Kulak,EDM,L,D,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20142015,N,57,6,11,17
Dmitry Kulikov,FLA,L,D,1990-10-29,Lipetsk,--,RUS,RUS,73,201,2009,1,14,20092010,N,57,0,6,6
Luke Kunin,SJS,R,C,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,1,15,20172018,N,49,6,11,17
Chris Kunitz,--,L,L,1979-09-26,Regina,SK,CAN,CAN,72,188,--,--,--,20032004,N,56,5,5,10
Sean Kuraly,CBJ,L,C,1993-01-20,Niagara Falls,NY,USA,USA,74,215,2011,5,133,20162017,N,71,8,13,21
Evgeny Kuznetsov,CAR,L,C,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20132014,N,76,21,51,72
Oliver Kylington,CGY,L,D,1997-05-19,Stockholm,--,SWE,SWE,72,183,2015,2,60,20152016,N,38,3,5,8
Jordan Kyrou,STL,R,C,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,2,35,20182019,N,16,1,2,3
Joel L'Esperance,--,R,R,1995-08-18,Brighton,MI,USA,USA,74,210,--,--,--,20182019,N,18,2,0,2
Kevin Labanc,SJS,R,R,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,20162017,N,82,17,39,56
Andrew Ladd,--,L,L,1985-12-12,Maple Ridge,BC,CAN,CAN,75,205,2004,1,4,20052006,N,26,3,8,11
Paul LaDue,NYI,R,D,1992-09-06,Grand Forks,ND,USA,USA,75,205,2012,6,181,20162017,N,33,2,3,5
Patrik Laine,CBJ,R,L,1998-04-19,Tampere,--,FIN,FIN,77,215,2016,1,2,20162017,N,82,30,20,50
Max Lajoie,TOR,L,D,1997-11-05,Quebec City,QC,CAN,CAN,73,191,2016,5,133,20182019,N,56,7,8,15
Juho Lammikko,--,L,L,1996-01-29,Noormarkku,--,FIN,FIN,74,191,2014,3,65,20182019,N,40,0,6,6
Gabriel Landeskog,COL,L,L,1992-11-23,Stockholm,--,SWE,SWE,73,215,2011,1,2,20112012,N,73,34,41,75
Nick Lappin,--,R,R,1992-11-01,Geneva,IL,USA,USA,73,175,--,--,--,20162017,N,11,0,0,0
Dylan Larkin,DET,L,C,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,76,32,41,73
Adam Larsson,SEA,R,D,1992-11-12,Skelleftea,--,SWE,SWE,75,209,2011,1,4,20112012,N,82,3,17,20
Jacob Larsson,OTT,L,D,1997-04-29,Ljungby,--,SWE,SWE,74,193,2015,1,27,20162017,N,49,0,5,5
Johan Larsson,--,L,L,1992-07-25,Lau,--,SWE,SWE,71,206,2010,2,56,20122013,N,73,6,8,14
Scott Laughton,PHI,L,C,1994-05-30,Oakville,ON,CAN,CAN,73,191,2012,1,20,20122013,N,82,12,20,32
Jeremy Lauzon,NSH,L,D,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20182019,N,16,1,0,1
Nick Leddy,STL,L,D,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,82,4,22,26
Anders Lee,NYI,L,L,1990-07-03,Edina,MN,USA,USA,75,227,2009,6,152,20122013,N,82,28,23,51
Artturi Lehkonen,COL,L,L,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,82,11,20,31
Jori Lehtera,--,L,C,1987-12-23,Helsinki,--,FIN,FIN,74,212,2008,3,65,20142015,N,27,1,2,3
Brendan Leipsic,--,L,L,1994-05-19,Winnipeg,MB,CAN,CAN,71,180,2012,3,89,20152016,N,62,7,16,23
Josh Leivo,--,R,L,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,3,86,20132014,N,76,14,10,24
Brendan Lemieux,CAR,L,L,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20172018,N,63,12,5,17
Kris Letang,PIT,R,D,1987-04-24,Montréal,QC,CAN,CAN,72,201,2005,3,62,20062007,N,65,16,40,56
Vinni Lettieri,MIN,R,C,1995-02-06,Excelsior,MN,USA,USA,70,184,--,--,--,20172018,N,27,1,2,3
Trevor Lewis,LAK,R,C,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,44,3,9,12
Oscar Lindberg,--,L,L,1991-10-29,Skelleftea,--,SWE,SWE,73,202,2010,2,57,20142015,N,55,9,11,20
Oskar Lindblom,SJS,L,L,1996-08-15,Gavle,--,SWE,SWE,73,191,2014,5,138,20172018,N,81,17,16,33
Esa Lindell,DAL,L,D,1994-05-23,Vantaa,--,FIN,FIN,75,216,2012,3,74,20152016,N,82,11,21,32
Elias Lindholm,VAN,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,81,27,51,78
Hampus Lindholm,BOS,L,D,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,76,6,22,28
Par Lindholm,--,L,C,1991-10-05,Kusmark,--,SWE,SWE,72,181,--,--,--,20182019,N,65,1,12,13
Bryan Little,ARI,R,C,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,1,12,20072008,N,82,15,26,41
Ben Lovejoy,--,R,D,1984-02-20,Concord,NH,USA,USA,73,205,--,--,--,20082009,N,71,2,7,9
Adam Lowry,WPG,L,C,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,78,12,11,23
