Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Filip Forsberg,NSH,R,L,1994-08-13,Ostervala,--,SWE,SWE,73,205,2012,1,11,20122013,N,39,12,20,32
Gustav Forsling,FLA,L,D,1996-06-12,Linkoping,--,SWE,SWE,72,195,2014,5,126,20162017,N,43,5,12,17
Liam Foudy,NSH,L,C,2000-02-04,Scarborough,ON,CAN,CAN,74,193,2018,1,18,20192020,N,24,0,4,4
Cam Fowler,ANA,L,D,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,1,12,20102011,N,56,5,18,23
Adam Fox,NYR,R,D,1998-02-17,Jericho,NY,USA,USA,71,185,2016,3,66,20192020,N,55,5,42,47
Trent Frederic,BOS,L,C,1998-02-11,St. Louis,MO,USA,USA,75,220,2016,1,29,20182019,N,42,4,1,5
Kurtis Gabriel,--,R,R,1993-04-20,Newmarket,ON,CAN,CAN,78,212,2013,3,81,20152016,N,11,0,0,0
Sam Gagner,EDM,R,C,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,42,7,8,15
Alex Galchenyuk,--,L,C,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,1,3,20122013,N,34,5,8,13
Brendan Gallagher,MTL,R,R,1992-05-06,Edmonton,AB,CAN,CAN,69,183,2010,5,147,20122013,N,35,14,9,23
Dylan Gambrell,TOR,R,C,1996-08-26,Bonney Lake,WA,USA,USA,72,190,2016,2,60,20172018,N,49,5,7,12
Jake Gardiner,--,L,D,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,1,17,20112012,N,26,0,8,8
Rhett Gardner,PHI,L,C,1996-02-28,Moose Jaw,SK,CAN,CAN,75,210,2016,4,116,20192020,N,28,1,1,2
Conor Garland,VAN,R,R,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,49,12,27,39
Adam Gaudette,STL,R,C,1996-10-03,Braintree,MA,USA,USA,73,194,2015,5,149,20172018,N,40,5,6,11
Frederick Gaudreau,MIN,R,C,1993-05-01,Bromont,QC,CAN,CAN,72,184,--,--,--,20162017,N,19,2,8,10
Johnny Gaudreau,CBJ,L,L,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,56,19,30,49
Julien Gauthier,NYI,R,R,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,226,2016,1,21,20192020,N,30,2,6,8
Vladislav Gavrikov,LAK,L,D,1995-11-21,Yaroslavl,--,RUS,RUS,75,220,2015,6,159,20192020,N,55,2,10,12
Morgan Geekie,BOS,R,C,1998-07-20,Strathclair,MB,CAN,CAN,75,202,2017,3,67,20192020,N,36,3,6,9
Ryan Getzlaf,--,R,C,1985-05-10,Regina,SK,CAN,CAN,76,220,2003,1,19,20052006,N,48,5,12,17
Mark Giordano,TOR,L,D,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,56,9,17,26
Samuel Girard,COL,L,D,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,48,5,27,32
Claude Giroux,OTT,R,R,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,54,16,27,43
Cody Glass,NSH,R,C,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,1,6,20192020,N,27,4,6,10
Luke Glendening,TBL,R,C,1989-04-28,Grand Rapids,MI,USA,USA,70,190,--,--,--,20132014,N,54,6,9,15
Alex Goligoski,MIN,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,56,3,19,22
Barclay Goodrow,NYR,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,55,6,14,20
Shayne Gostisbehere,DET,L,D,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20142015,N,41,9,11,20
Yanni Gourde,SEA,L,C,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,--,--,--,20152016,N,56,17,19,36
Mikael Granlund,SJS,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,51,13,14,27
Derek Grant,--,L,C,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,4,119,20122013,N,46,6,9,15
Tyler Graovac,--,L,C,1993-04-27,Brampton,ON,CAN,CAN,77,208,2011,7,191,20142015,N,14,3,1,4
Ryan Graves,PIT,L,D,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,4,110,20182019,N,54,2,13,15
Andy Greene,--,L,D,1982-10-30,Trenton,MI,USA,USA,71,190,--,--,--,20062007,N,55,1,4,5
Jordan Greenway,BUF,L,L,1997-02-16,Canton,NY,USA,USA,78,231,2015,2,50,20172018,N,56,6,26,32
Noah Gregor,TOR,L,C,1998-07-28,Beaumont,AB,CAN,CAN,72,192,2016,4,111,20192020,N,30,5,1,6
Mikhail Grigorenko,--,L,C,1994-05-16,Khabarovsk,--,RUS,RUS,75,206,2012,1,12,20122013,N,32,4,8,12
Rocco Grimaldi,--,R,R,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,2,33,20142015,N,40,10,3,13
Carl Grundstrom,LAK,L,R,1997-12-01,Umea,--,SWE,SWE,72,200,2016,2,57,20182019,N,47,6,5,11
Matt Grzelcyk,BOS,L,D,1994-01-05,Charlestown,MA,USA,USA,70,180,2012,3,85,20162017,N,37,5,15,20
Radko Gudas,ANA,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,54,2,9,11
Erik Gudbranson,CBJ,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,45,1,3,4
Jake Guentzel,CAR,L,C,1994-10-06,Omaha,NE,USA,USA,71,180,2013,3,77,20162017,N,56,23,34,57
Carl Gunnarsson,--,L,D,1986-11-09,Orebro,--,SWE,SWE,74,198,2007,7,194,20092010,N,12,0,2,2
Denis Gurianov,PHI,L,R,1997-06-07,Togliatti,--,RUS,RUS,75,205,2015,1,12,20162017,N,55,12,18,30
Nikita Gusev,--,R,L,1992-07-08,Moscow,--,RUS,RUS,69,163,2012,7,202,20192020,N,31,4,6,10
Erik Gustafsson,NYR,L,D,1992-03-14,Nynashamn,--,SWE,SWE,73,189,2012,4,93,20152016,N,29,1,11,12
Gaetan Haas,--,R,C,1992-01-31,Biel-Bienne,--,CHE,CHE,72,181,--,--,--,20192020,N,34,2,1,3
Brandon Hagel,TBL,L,L,1998-08-27,Saskatoon,SK,CAN,CAN,74,183,2016,6,159,20192020,N,52,9,15,24
Carl Hagelin,--,L,L,1988-08-23,Sodertalje,--,SWE,SWE,72,183,2007,6,168,20112012,N,56,6,10,16
Robert Hagg,ANA,L,D,1995-02-08,Uppsala,--,SWE,SWE,74,210,2013,2,41,20162017,N,34,2,3,5
Nicolas Hague,VGK,L,D,1998-12-05,Kitchener,ON,CAN,CAN,78,240,2017,2,34,20192020,N,52,5,12,17
Libor Hajek,--,L,D,1998-02-04,Smrcek,--,CZE,CZE,74,209,2016,2,37,20182019,N,44,2,2,4
Jani Hakanpää,DAL,R,D,1992-03-31,Kirkkonummi,--,FIN,FIN,79,222,2010,4,104,20192020,N,57,2,2,4
Taylor Hall,CHI,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,53,10,23,33
Dougie Hamilton,NJD,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,55,10,32,42
Travis Hamonic,OTT,R,D,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,2,53,20102011,N,38,3,7,10
Noah Hanifin,VGK,L,D,1997-01-25,Boston,MA,USA,USA,75,207,2015,1,5,20152016,N,47,4,11,15
Joel Hanley,CGY,L,D,1991-06-08,Keswick,ON,CAN,CAN,71,186,--,--,--,20152016,N,35,0,8,8
Jansen Harkins,PIT,L,C,1997-05-23,Cleveland,OH,USA,USA,74,197,2015,2,47,20192020,N,26,1,1,2
Ben Harpur,NYR,L,D,1995-01-12,Hamilton,ON,CAN,CAN,78,230,2013,4,108,20152016,N,34,0,7,7
Scott Harrington,--,L,D,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,2,54,20142015,N,12,1,2,3
Ryan Hartman,MIN,R,R,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20142015,N,51,7,15,22
Garnet Hathaway,PHI,R,R,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,56,6,12,18
Erik Haula,NJD,L,L,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,51,9,12,21
Jayce Hawryluk,--,R,R,1996-01-01,Yorkton,SK,CAN,CAN,71,196,2014,2,32,20182019,N,30,2,3,5
John Hayden,SEA,R,C,1995-02-14,Chicago,IL,USA,USA,75,223,2013,3,74,20162017,N,29,2,3,5
Kevin Hayes,STL,L,R,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,55,12,19,31
Barrett Hayton,ARI,L,C,2000-06-09,Peterborough,ON,CAN,CAN,73,207,2018,1,5,20192020,N,14,2,1,3
Victor Hedman,TBL,L,D,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,246,2009,1,2,20092010,N,54,9,36,45
Danton Heinen,BOS,L,L,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,43,7,7,14
Miro Heiskanen,DAL,L,D,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,55,8,19,27
Darren Helm,--,L,C,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,47,3,5,8
Adam Henrique,EDM,L,C,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,45,12,9,21
Tomas Hertl,VGK,L,C,1993-11-12,Praha,--,CZE,CZE,75,215,2012,1,17,20132014,N,50,19,24,43
Matthew Highmore,OTT,L,C,1996-02-27,Halifax,NS,CAN,CAN,71,188,--,--,--,20172018,N,42,3,4,7
Vinnie Hinostroza,PIT,R,C,1994-04-03,Chicago,IL,USA,USA,70,183,2012,6,169,20152016,N,26,4,8,12
Roope Hintz,DAL,L,C,1996-11-17,Nokia,--,FIN,FIN,75,212,2015,2,49,20182019,N,41,15,28,43
Nico Hischier,NJD,L,C,1999-01-04,Brig,--,CHE,CHE,73,175,2017,1,1,20172018,N,21,6,5,11
Niklas Hjalmarsson,--,L,D,1987-06-06,Eksjo,--,SWE,SWE,75,197,2005,4,108,20072008,N,41,0,5,5
Mike Hoffman,SJS,L,C,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,52,17,19,36
Nils Hoglander,VAN,L,L,2000-12-20,BOCKTRäSK,--,SWE,SWE,69,185,2019,2,40,20202021,N,56,13,14,27
Nick Holden,--,L,D,1987-05-15,St. Albert,AB,CAN,CAN,76,210,--,--,--,20102011,N,17,0,2,2
Justin Holl,DET,R,D,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20172018,N,55,2,18,20
Patric Hornqvist,--,R,R,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20082009,N,44,14,18,32
Bo Horvat,NYI,L,C,1995-04-05,London,ON,CAN,CAN,73,213,2013,1,9,20142015,N,56,19,20,39
Brett Howden,VGK,L,C,1998-03-29,Calgary,AB,CAN,CAN,74,200,2016,1,27,20182019,N,42,1,6,7
Filip Hronek,VAN,R,D,1997-11-02,Hradec Kralove,--,CZE,CZE,72,190,2016,2,53,20182019,N,56,2,24,26
Jonathan Huberdeau,CGY,L,C,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,55,20,41,61
Jack Hughes,NJD,L,C,2001-05-14,Orlando,FL,USA,USA,71,175,2019,1,1,20192020,N,56,11,20,31
Quinn Hughes,VAN,L,D,1999-10-14,Orlando,FL,USA,USA,70,180,2018,1,7,20182019,N,56,3,38,41
Brad Hunt,COL,L,D,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,--,--,--,20132014,N,12,1,0,1
Dryden Hunt,CGY,L,L,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20172018,N,26,3,5,8
Ben Hutton,VGK,L,D,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,5,147,20152016,N,38,1,4,5
Zach Hyman,EDM,R,L,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20152016,N,43,15,18,33
Alex Iafallo,WPG,L,L,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,55,13,17,30
Matt Irwin,VAN,L,D,1987-11-29,Victoria,BC,CAN,CAN,74,200,--,--,--,20122013,N,24,0,2,2
Mark Jankowski,NSH,L,C,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20162017,N,45,4,7,11
Mattias Janmark,EDM,L,C,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,56,11,13,24
Calle Jarnkrok,TOR,R,C,1991-09-25,Gavle,--,SWE,SWE,72,190,2010,2,51,20132014,N,49,13,15,28
Tanner Jeannot,TBL,L,L,1997-05-29,Estevan,SK,CAN,CAN,74,220,--,--,--,20202021,N,15,5,2,7
Boone Jenner,CBJ,L,C,1993-06-15,Dorchester,ON,CAN,CAN,74,208,2011,2,37,20132014,N,41,8,9,17
Nick Jensen,WSH,R,D,1990-09-21,Rogers,MN,USA,USA,73,205,2009,5,150,20162017,N,53,2,12,14
Ryan Johansen,PHI,R,C,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,48,7,15,22
Marcus Johansson,MIN,L,L,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,36,6,8,14
Jack Johnson,COL,L,D,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,1,3,20062007,N,13,1,0,1
Luke Johnson,--,R,C,1994-09-19,Grand Forks,ND,USA,USA,71,174,2013,5,134,20182019,N,14,1,0,1
Tyler Johnson,CHI,R,C,1990-07-29,Spokane,WA,USA,USA,68,185,--,--,--,20122013,N,55,8,14,22
Andreas Johnsson,--,L,L,1994-11-21,Gavle,--,SWE,SWE,70,195,2013,7,202,20172018,N,50,5,6,11
Ross Johnston,ANA,L,L,1994-02-18,Charlottetown,PE,CAN,CAN,77,234,--,--,--,20152016,N,12,0,1,1
Henri Jokiharju,BUF,R,D,1999-06-17,Oulu,--,FIN,FIN,72,200,2017,1,29,20182019,N,46,3,5,8
Caleb Jones,COL,L,D,1997-06-06,Arlington,TX,USA,USA,73,194,2015,4,117,20182019,N,33,0,4,4
Max Jones,ANA,L,L,1998-02-17,Rochester,MI,USA,USA,75,216,2016,1,24,20182019,N,46,7,4,11
Seth Jones,CHI,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,56,5,23,28
Zac Jones,NYR,L,D,2000-10-18,Richmond,VA,USA,USA,70,176,2019,3,68,20202021,N,10,0,4,4
Mathieu Joseph,OTT,L,R,1997-02-09,Laval,QC,CAN,CAN,73,186,2015,4,120,20182019,N,56,12,7,19
Pierre-Olivier Joseph,PIT,L,D,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,1,23,20202021,N,16,1,4,5
Dakota Joshua,VAN,L,C,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,5,128,20202021,N,12,1,0,1
Roman Josi,NSH,L,D,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,48,8,25,33
Tyson Jost,BUF,L,C,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20162017,N,54,7,10,17
Olli Juolevi,--,L,D,1998-05-05,Helsinki,--,FIN,FIN,74,182,2016,1,5,20202021,N,23,2,1,3
Nazem Kadri,CGY,L,C,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,56,11,21,32
Dominik Kahun,--,L,C,1995-07-02,Plana,--,CZE,DEU,71,175,--,--,--,20182019,N,48,9,6,15
Kaapo Kakko,NYR,L,R,2001-02-13,Turku,--,FIN,FIN,74,205,2019,1,2,20192020,N,48,9,8,17
Wyatt Kalynuk,STL,L,D,1997-04-14,Brandon,MB,CAN,CAN,73,180,2017,7,196,20202021,N,21,4,5,9
David Kampf,TOR,L,C,1995-01-12,Chomutov,--,CZE,CZE,74,190,--,--,--,20172018,N,56,1,11,12
Steven Kampfer,ARI,R,D,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,4,93,20102011,N,20,2,3,5
Evander Kane,EDM,L,L,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,56,22,27,49
Patrick Kane,DET,L,R,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,56,15,51,66
Kasperi Kapanen,STL,R,R,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20152016,N,40,11,19,30
Kirill Kaprizov,MIN,L,L,1997-04-26,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,N,55,27,24,51
Erik Karlsson,PIT,R,D,1990-05-31,Landsbro,--,SWE,SWE,72,190,2008,1,15,20092010,N,52,8,14,22
William Karlsson,VGK,L,C,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,56,14,25,39
Zack Kassian,--,R,R,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,27,2,3,5
Duncan Keith,--,L,D,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,20052006,N,54,4,11,15
Clayton Keller,ARI,L,R,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,1,7,20162017,N,56,14,21,35
Adrian Kempe,LAK,L,R,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20162017,N,56,14,15,29
Alex Kerfoot,ARI,L,C,1994-08-11,Vancouver,BC,CAN,CAN,71,186,2012,5,150,20172018,N,56,8,15,23
Tanner Kero,--,L,C,1992-07-24,Hancock,MI,USA,USA,72,180,--,--,--,20152016,N,39,3,7,10
Phil Kessel,--,R,R,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20062007,N,56,20,23,43
Jujhar Khaira,MIN,L,L,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,3,63,20152016,N,40,3,8,11
Alex Killorn,ANA,L,L,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,3,77,20122013,N,56,15,18,33
Joel Kiviranta,COL,L,L,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,26,6,5,11
John Klingberg,TOR,R,D,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,53,7,29,36
Nikolai Knyzhov,SJS,L,D,1998-03-20,Kemerovo,--,RUS,RUS,75,222,--,--,--,20192020,N,56,2,8,10
Slater Koekkoek,--,L,D,1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,1,10,20142015,N,18,1,0,1
Keegan Kolesar,VGK,R,R,1997-04-08,Brandon,MB,CAN,CAN,74,216,2015,3,69,20192020,N,44,3,10,13
Leo Komarov,--,L,R,1987-01-23,Narva,--,EST,FIN,71,205,2006,6,180,20122013,N,33,1,7,8
Travis Konecny,PHI,R,R,1997-03-11,London,ON,CAN,CAN,70,192,2015,1,24,20162017,N,50,11,23,34
Anze Kopitar,LAK,L,C,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,56,13,37,50
Jesperi Kotkaniemi,CAR,L,C,2000-07-06,Pori,--,FIN,FIN,74,201,2018,1,3,20182019,N,56,5,15,20
Vitali Kravtsov,VAN,L,R,1999-12-23,Vladivostok,--,RUS,RUS,75,186,2018,1,9,20202021,N,20,2,2,4
Chris Kreider,NYR,L,L,1991-04-30,Boxford,MA,USA,USA,75,233,2009,1,19,20122013,N,50,20,10,30
David Krejci,--,R,C,1986-04-28,Sternberk,--,CZE,CZE,72,192,2004,2,63,20062007,N,51,8,36,44
Torey Krug,STL,L,D,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20112012,N,51,2,30,32
Dominik Kubalik,OTT,L,L,1995-08-21,Plzen,--,CZE,CZE,74,192,2013,7,191,20192020,N,56,17,21,38
Karson Kuhlman,NYI,R,C,1995-09-26,Esko,MN,USA,USA,71,184,--,--,--,20182019,N,20,2,0,2
Dean Kukan,--,L,D,1993-07-08,Volketswil,--,CHE,CHE,74,190,--,--,--,20152016,N,35,1,4,5
Brett Kulak,EDM,L,D,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20142015,N,46,2,6,8
Dmitry Kulikov,FLA,L,D,1990-10-29,Lipetsk,--,RUS,RUS,73,201,2009,1,14,20092010,N,48,0,4,4
Luke Kunin,SJS,R,C,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,1,15,20172018,N,38,10,9,19
Janne Kuokkanen,--,L,C,1998-05-25,Oulunsalo,--,FIN,FIN,73,193,2016,2,43,20172018,N,50,8,17,25
Sean Kuraly,CBJ,L,C,1993-01-20,Niagara Falls,NY,USA,USA,74,215,2011,5,133,20162017,N,47,4,5,9
Philipp Kurashev,CHI,L,C,1999-10-12,Munsingen,--,CHE,CHE,72,190,2018,4,120,20202021,N,54,8,8,16
Evgeny Kuznetsov,CAR,L,C,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20132014,N,41,9,20,29
Jordan Kyrou,STL,R,C,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,2,35,20182019,N,55,14,21,35
Joel L'Esperance,--,R,R,1995-08-18,Brighton,MI,USA,USA,74,210,--,--,--,20182019,N,12,2,0,2
Kevin Labanc,SJS,R,R,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,20162017,N,55,12,16,28
Sam Lafferty,VAN,R,C,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,34,0,6,6
Alexis Lafrenière,NYR,L,L,2001-10-11,St-Eustache,QC,CAN,CAN,73,194,2020,1,1,20202021,N,56,12,9,21
William Lagesson,ANA,L,D,1996-02-22,Gothenburg,--,SWE,SWE,74,211,2014,4,91,20192020,N,19,0,2,2
Patrik Laine,CBJ,R,L,1998-04-19,Tampere,--,FIN,FIN,77,215,2016,1,2,20162017,N,46,12,12,24
Juho Lammikko,--,L,L,1996-01-29,Noormarkku,--,FIN,FIN,74,191,2014,3,65,20182019,N,44,4,1,5
Gabriel Landeskog,COL,L,L,1992-11-23,Stockholm,--,SWE,SWE,73,215,2011,1,2,20112012,N,54,20,32,52
Dylan Larkin,DET,L,C,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,44,9,14,23
Adam Larsson,SEA,R,D,1992-11-12,Skelleftea,--,SWE,SWE,75,209,2011,1,4,20112012,N,56,4,6,10
Jacob Larsson,OTT,L,D,1997-04-29,Ljungby,--,SWE,SWE,74,193,2015,1,27,20162017,N,46,1,6,7
Johan Larsson,--,L,L,1992-07-25,Lau,--,SWE,SWE,71,206,2010,2,56,20122013,N,52,8,6,14
Scott Laughton,PHI,L,C,1994-05-30,Oakville,ON,CAN,CAN,73,191,2012,1,20,20122013,N,53,9,11,20
Jeremy Lauzon,NSH,L,D,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20182019,N,41,1,7,8
Curtis Lazar,NJD,R,C,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,50,7,6,13
Nick Leddy,STL,L,D,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,56,2,29,31
Anders Lee,NYI,L,L,1990-07-03,Edina,MN,USA,USA,75,227,2009,6,152,20122013,N,27,12,7,19
Artturi Lehkonen,COL,L,L,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,47,7,6,13
Mikko Lehtonen,--,L,D,1994-01-16,Turku,--,FIN,FIN,72,187,--,--,--,20202021,N,26,0,6,6
Josh Leivo,--,R,L,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,3,86,20132014,N,38,6,3,9
Brendan Lemieux,CAR,L,L,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20172018,N,49,4,7,11
John Leonard,ARI,L,L,1998-08-07,Westwood,NJ,USA,USA,71,196,2018,6,182,20202021,N,44,3,10,13
Kris Letang,PIT,R,D,1987-04-24,Montréal,QC,CAN,CAN,72,201,2005,3,62,20062007,N,55,7,38,45
Trevor Lewis,LAK,R,C,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,56,5,5,10
Oskar Lindblom,SJS,L,L,1996-08-15,Gavle,--,SWE,SWE,73,191,2014,5,138,20172018,N,50,8,6,14
Esa Lindell,DAL,L,D,1994-05-23,Vantaa,--,FIN,FIN,75,216,2012,3,74,20152016,N,56,5,11,16
Ryan Lindgren,NYR,L,D,1998-02-11,Burnsville,MN,USA,USA,72,193,2016,2,49,20182019,N,51,1,15,16
Elias Lindholm,VAN,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,56,19,28,47
Hampus Lindholm,BOS,L,D,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,18,2,4,6
Gustav Lindstrom,ANA,R,D,1998-10-20,Ostervala,--,SWE,SWE,74,194,2017,2,38,20192020,N,13,0,3,3
Blake Lizotte,LAK,L,C,1997-12-13,Lindstrom,MN,USA,USA,69,175,--,--,--,20182019,N,41,3,7,10
Ryan Lomberg,FLA,L,L,1994-12-09,Richmond Hill,ON,CAN,CAN,69,184,--,--,--,20172018,N,34,2,2,4
Steven Lorentz,FLA,L,C,1996-04-13,Kitchener,ON,CAN,CAN,76,216,2015,7,186,20202021,N,45,2,6,8
Adam Lowry,WPG,L,C,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,52,10,14,24
Milan Lucic,BOS,L,L,1988-06-07,Vancouver,BC,CAN,CAN,75,236,2006,2,50,20072008,N,56,10,13,23
Matt Luff,DET,R,R,1997-05-05,Oakville,ON,CAN,CAN,74,196,--,--,--,20182019,N,13,1,0,1
Isac Lundestrom,ANA,L,C,1999-11-06,Gallivare,--,SWE,SWE,72,193,2018,1,23,20182019,N,41,6,3,9
Eetu Luostarinen,FLA,L,C,1998-09-02,Siilinjarvi,--,FIN,FIN,75,190,2017,2,42,20192020,N,44,3,5,8
Ilya Lyubushkin,TOR,R,D,1994-04-06,Moscow,--,RUS,RUS,74,200,--,--,--,20182019,N,42,1,1,2
Olli Maatta,DET,L,D,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,41,0,4,4
Kurtis MacDermid,NJD,L,L,1994-03-25,Quebec City,QC,CAN,CAN,77,233,--,--,--,20172018,N,28,2,2,4
Jacob MacDonald,SJS,L,D,1993-02-26,Portland,OR,USA,USA,72,204,--,--,--,20182019,N,33,1,8,9
Mackenzie MacEachern,STL,L,L,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,3,67,20182019,N,21,1,1,2
Zack MacEwen,OTT,R,R,1996-07-08,Charlottetown,PE,CAN,CAN,76,240,--,--,--,20182019,N,34,1,1,2
Ryan MacInnis,--,L,C,1996-02-14,St. Louis,MO,USA,USA,76,201,2014,2,43,20192020,N,16,0,0,0
Nathan MacKinnon,COL,R,C,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,48,20,45,65
Josh Mahura,FLA,L,D,1998-05-05,St. Albert,AB,CAN,CAN,72,193,2016,3,85,20182019,N,13,1,3,4
Cale Makar,COL,R,D,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20192020,N,44,8,36,44
